TrackerIndex,Time,PositionX,PositionY,PositionZ,RotationW,RotationX,RotationY,RotationZ
0,1746891171.6807728,0.35159626603126526,-0.4251757562160492,-1.2626162767410278,0.28886470922576685,0.7140927969885351,0.06671139973354656,-0.6341737909471361
0,1746891171.6893487,0.3534694015979767,-0.42531901597976685,-1.2632951736450195,0.28285144806432705,0.715884311421547,0.05685940016194438,-0.6358221809214699
0,1746891171.6978893,0.3560943305492401,-0.42615753412246704,-1.2637113332748413,0.27523834164208505,0.721319107497982,0.049874092883498825,-0.6336032866784451
0,1746891171.7064245,0.3577571511268616,-0.4261125922203064,-1.264655590057373,0.26968279496582986,0.7244234005697767,0.037907999853791285,-0.6332794709761038
0,1746891171.7149496,0.35977035760879517,-0.4249648153781891,-1.265073537826538,0.26491695942279564,0.7247812641774446,0.02612958617262899,-0.6354732242959955
0,1746891171.723537,0.360939621925354,-0.4243384599685669,-1.2659727334976196,0.2618322837878568,0.7261408019296948,0.017714601787778794,-0.6354898836548765
0,1746891171.7321272,0.3621765971183777,-0.4233378469944,-1.266796588897705,0.2605976103951768,0.7248981636281355,0.0093301222799084,-0.6375909392788339
0,1746891171.7407253,0.3647233247756958,-0.4213702976703644,-1.265986680984497,0.2581166997797733,0.7246275289197688,0.0013905503595173997,-0.6389730732739521
0,1746891171.7492552,0.3665170967578888,-0.4191223382949829,-1.266062617301941,0.2566856444948675,0.7241293069821553,-0.008407581100335824,-0.6400596204837691
0,1746891171.7577927,0.3673427999019623,-0.41759493947029114,-1.2667443752288818,0.2557809742353394,0.7248449945516784,-0.016000015740015392,-0.6394665539303943
0,1746891171.766341,0.36800268292427063,-0.4159190356731415,-1.2674963474273682,0.255312035699093,0.7262078830164665,-0.023437318502851422,-0.6378762944033675
0,1746891171.7748873,0.36729806661605835,-0.41408511996269226,-1.2693936824798584,0.255522823298129,0.727554219388082,-0.03223938372092292,-0.635870432191393
0,1746891171.7834108,0.36731913685798645,-0.4120546281337738,-1.2705051898956299,0.2561889847651682,0.7300260712933789,-0.04021392580811349,-0.6323050333863807
0,1746891171.7919316,0.36471983790397644,-0.41100460290908813,-1.2742840051651,0.26757841388658954,0.7280522581982835,-0.040450282176019856,-0.629843901992587
0,1746891171.8004398,0.3639485836029053,-0.40863144397735596,-1.275822639465332,0.2693941106069065,0.730040772010598,-0.048489350057762566,-0.6261900747342242
0,1746891171.808936,0.3604336082935333,-0.40866512060165405,-1.2784873247146606,0.265870180994946,0.7375533402129618,-0.0614648520810566,-0.6176957829408193
0,1746891171.8174598,0.3585145175457001,-0.4064443111419678,-1.2804222106933594,0.2689851501424868,0.7425795934757907,-0.06844231888910307,-0.6095376455124101
0,1746891171.8260162,0.35636159777641296,-0.40414369106292725,-1.282378077507019,0.2729556879631533,0.7471308366349686,-0.07256766142124474,-0.6016831254693862
0,1746891171.8345642,0.3508026599884033,-0.404660701751709,-1.2889662981033325,0.27076812640799114,0.7565907962372789,-0.07747666845010254,-0.5901274199982295
0,1746891171.843142,0.3478173315525055,-0.40257930755615234,-1.2915924787521362,0.2749547620432902,0.7607881942903959,-0.08187806449079679,-0.5821470142182712
0,1746891171.851749,0.346983939409256,-0.3988730311393738,-1.29120934009552,0.2772459609947411,0.7628991856542031,-0.08796929906504686,-0.5773898985117
